,Laptop Brand,Price,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Card Reader,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,RAM Bus Speed,Maximum RAM Supported,Solid State Drive,SSD Interface,Battery,Included Software,Sales Package,Other Features,Thunderbolt,Fingerprint Sensor,Security Lock Port,RAM Slots,Chipset,Hard Disk Capacity,Battery Backup,Aspect Ratio,Adapter Type,Hard Disk Speed,Country of Origin,Refresh Rate,USB Port Details,Battery Details,Other Ports,Optane Memory,Max SSD Supported,Display Port,Micro SD Card Reader,Hard Disk Interface,Rear Camera,GPU Clock Speed,VGA
107,Asus,"₹94,618",Ryzen 7,6800H,Gaming,Netbook,Windows 11 Home (64-bit),395 x 282 x 27 mm,2.5 kg,1 year Onsite Warranty,WQHD ,No,17.3 inches,1920 x 1080 pixels,~ 170,Yes,"sRGB: 62.5%, Adobe: 47.34%, Refresh Rate: 144Hz, Value IPS-level, Adaptive-Sync, Optimus",No,802.11ax,Yes,4 x USB 3.0,1 x HDMI Port,Yes,Yes,Yes,No,,Yes,Yes,Yes,Dolby Atmos-powered Speakers,,No,AMD Ryzen 7 6800H,"4.7 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5 ,4800 MHz,Upto 32 GB,512 GB,,4 Cell Battery,,,,,,,2,,,,16:09,10,,,,,,,,,,,,,,
108,Asus,"₹98,990",Ryzen 9 ,5900HX,Gaming,Netbook,Windows 10 Home (64-bit),354 x 259 x 20.7 mm,2.1 kg,1 year Onsite Warranty,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Brightness: 250nits, Contrast: 1:1000, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,Wi-Fi 6(802.11ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard 4-Zone RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Dual Speakers,2x 1.5W speaker,No,AMD Ryzen 9 ,"4.6 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,4 Cell Battery,Office Home and Student 2019,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","56WHrs, Li-ion",,,,,,,,,"200 W AC Adapter
",,,,,,,,,,,,,,
109,Lenovo,"₹56,850",Core i5,11300H,Gaming,Netbook,Windows 10 Home (64-bit),360 x 252 x 24 mm,2.25 kg,1 year Warranty,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,IEEE 802.11a/b/g/n/ac/ax,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,White Backlit English Keyboard,Yes,Yes,2x Array Microphones,Dual Speakers,"High Definition (HD) Audio, Realtek ALC3287 Codec, Nahimic Audio",No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA ,11th Gen,NVIDIA GeForce GTX 1650 ,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,512 GB,,,,,,,,,2,,,,16:09,170W Power Adapter,,,,,,,,,,,,,,
110,HP,"₹80,990",Core i7,11800H,Gaming,Netbook,Windows 10 Home (64-bit),370.08 x 260.1 x 23.62 mm,2.47 kg,1 year Warranty,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,,"Integrated 10/100/1000 GbE LAN
",Yes,v5,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI 1.4 Port,"multi-format SD Media Card reader
",Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Precision Touchpad Support
","Dual Array Digital Microphones
",Dual speakers,HP Audio Boost,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 3050,4 GB,16 GB DDR4,3200 MHz,,512 GB,,4 Cell Battery,,,,,,,2,,,,16:09,"150 W Smart AC power adapter
",,,,,,,32 GB,,,,,,,
111,Lenovo,"₹68,490",Ryzen 5 ,4600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.06 x 259.61 x 22.2 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 120 Hz Refresh Rate, 45% NTSC Color Gamut)",100/1000 Mbps,IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 4 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"4 Zone RGB English , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,"2 x 2 W Harman Kardon Speakers, Dolby Atoms for Gaming Certification",No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",11 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 32 GB,256 GB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 WHr Li-Polymer Battery with Rapid Charge Pro Support (Charge 50% in 30 mins),,,"Kensington Security Slot
",2,AMD SoC,1 TB,Upto 7.1 hours,16:09,170 W AC Adapter,5400 RPM,,,,,,,,,,,,,
112,HP,"₹79,400",Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),360 x 257 x 23.5 mm,2.19 kg,1 year Onsite Warranty,WLED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD WLED Backlit Micro-edge IPS Display (144 Hz Refresh Rate, Brightness: 250 nits, 141 PPI, Color Gamut: 45% NTSC)",Integrated 10/100/1000 GbE LAN,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-F,v5,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI v2.0 Port,"3-in-1 Card Reader (SD, SDHC, SDxC)",Yes,Yes,Yes,"Full-size, Ultra Violet Backlit, Shadow Black Keyboard with Numeric Keypad, Yes",Yes,Multi-touch Gesture Support,Integrated Dual Array Digital Microphone,Built-in Dual Speakers,Audio by B&O,No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",12 MB,NVIDIA,4th Gen,NVIDIA GeForce 1650Ti,GDDR6 4 GB,16 GB DDR4,3200 MHz,Upto 16 GB,256 GB,,3 Cell Battery,"Microsoft Office 2019 Home and Student, HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, Dropbox, HP Audio Switch, HP Audio Boost","Laptop, Power Adaptor, User Guide, Warranty Documents","52.5 Wh Li-ion Polymer Battery Supports Fast Charge, MU-MIMO Supported, Miracast Compatible, Advanced Thermal Management, Micro-edge Display <7mm, OMEN Command Center",,,,2,,1 TB,,,,7200 RPM,,,,,,,,,,,,,
113,Asus,"₹1,04,990",Ryzen 9 ,5900HS,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),299 x 222 x 15.8 mm,1.3 kg,1 year Onsite Warranty,LED ,Yes,13.4 inches,3840 x 2400 pixels,~ 338,Yes,"WQUXGA LED Backlit LCD Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",No,Wi-Fi 6 (802.11ax) Dual Band (2x2),v5.1,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,2 x 1 W Speaker with Smart Amp Technology,"Smart Amp Technology, DAC, Dolby Atmos Software, AI Mic Noise-Canceling",No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB LPDDR4X,4266 MHz,Upto 16 GB,1 TB,,4 Cell Battery,Office Home and Student 2019,"Laptop, TYPE-C Power Adaptor, User Guide, Warranty Documents, GV301 sleeve bag, Pen","62 WHr Li-ion Battery, BIOS Administrator Password, User Password Protection, Adaptive-Sync, Viewing Angle 89/89/89/89",,Yes,,1,,,,,100 W AC Adapter,,,,,,,,,,,,,,
114,Acer,"₹47,990",Core i5,10300H,Gaming,Netbook,Windows 10 Home (64-bit),,,1 year Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,No,,,Yes,Yes,2 x USB 3.0,1 x HDMI Port,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX Graphics GTX 1650,GDDR6 4 GB,8 GB DDR4,,Upto 32 GB,512 GB,,,,"laptop, Adaptor, User Nanual",,,,Yes,2 (1 Unused Slot),,,Upto 4 hours,,,,,,,,,,,,,,,,
115,Asus,"₹64,990",Core i5,10300H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 256 x 24.9 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit, IPS Display (250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB)",10/100/1000,Yes,Yes,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI v2.0b Port,,Yes,Yes,Yes,"RGB Backlit Chiclet English Keyboard, Yes",Yes,Precision Touchpad with Multi-Gesture Support,Built-in array microphone,Built in Speakers,DTS software,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,2933 MHz,Upto 32 GB,512 GB,,3 Cell Battery,NA,"Laptop, Power Adaptor, User Guide, Warranty Documents",Military Grade Durability,,,Kensington Lock Port,2,Mobile Intel HM470 Express Chipsets,,,,150 W AC Adapter,,,,,,,,,,,,,,
116,Asus,"₹69,990",Core i7,10750H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 248 x 21.9 mm,2.14 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit IPS Display (250 nits Brightness, 45% NTSC Color Gamut, 80 % Screen-to-body Ratio)",10/100/1000 Mbps,IEEE 802.11ax (Wi-Fi 6),v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,2-in-1 Card Reader (SD/MMC),Yes,Yes,Yes,Chiclet Keyboard with Num-key,,Yes,Built-in Microphone,Built-in Speaker,"Audio by ICEpower, Harman/Kardon Speaker",No,Intel Core i7,"2.6 GHz, Hexa Core Turbo Boost Upto 5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,,,256 GB,,3 Cell Battery,"My Asus, Splendid, Tru2Life","Laptop, Power Adaptor, User Guide, Warranty Documents","42 WHr Li-ion Battery, BIOS Booting User Password Protection",,Yes,Kensington Lock Slot,,Intel HM470,1 TB,,16:09,150 W AC Adapter,5400 RPM,,,,,,,,,,,,,
117,Acer,"₹57,990",Core i5,1235U,Gaming,Netbook,Windows 11 Home (64-bit),362.9 x 237.8 x 17.9 mm,1.76 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wireless Wi-Fi 6E AX211,v5.2,"2 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,,Yes,"99- 100- 103-key Acer , Yes",Yes,Yes,Built-in Dual Microphone,Two Built-in Stereo Speakers,,No,Core i5,Deca Core Turbo Boost Upto 4.4 GHz,12 MB,Intel,12th Gen,Intel Iris Xe Graphic,,8 GB DDR4,,Upto 32 GB,512 GB,NVMe PCIe Gen4,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,Yes,Yes,Kensington Lock Slot,,,,Upto 7 hours,16:09,,,,,,,,,Upto 2 TB,,,,,,
118,Gigabyte,"₹1,03,890",Core i5,12500H,Gaming,Netbook,"Windows 11 Home, (64-bit)",360 x 238 x 22.7 mm,3.11 kg,2 years Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wi-Fi 6,v5.2,"2 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,Multi languages 15 color illuminated full size keyboard with numeric pad,Yes,Yes,Yes,Built-in dual Speakers,DTS:X Ultra Audio Technology,No,Intel Core i5,12 Core Turbo Boost Upto 4.5 GHz,18 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,3200 MHz,,512 GB,,,,"Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter",,Yes,,Yes,,,,,,180W Adapter,,,144 Hz,,Lithium-Ion 54Wh,,,,Mini DP 1.4,Yes,,,,
119,Gigabyte,"₹85,801",Core i5,12500H,Gaming,Netbook,"Windows 11 Home, (64-bit)",360 x 238 x 22.7 mm,3.11 kg,2 years Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wi-Fi 6,v5.2,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,Multi languages 15 color illuminated full size keyboard with numeric pad,Yes,Yes,Yes,Built-in dual Speakers,DTS:X Ultra Audio Technology,No,Intel Core i5,12 Core Turbo Boost Upto 4.5 GHz,18 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 TI,GDDR6 4 GB,16 GB DDR4,,,512 GB,,,,"Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter",,Yes,,Yes,,,,,,150 W Adapter,,,144 Hz,,Lithium-Ion 54Wh,,,,Mini DP 1.4,Yes,,,,
120,Gigabyte,"₹77,887",Core i5,12500H,Gaming,Netbook,"Windows 11 Home, (64-bit)",360 x 238 x 22.7 mm,3.11 kg,2 years Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wi-Fi 6,v5.2,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,Multi languages 15 color illuminated full size keyboard with numeric pad,Yes,Yes,Yes,Built-in dual Speakers,DTS:X Ultra Audio Technology,No,Intel Core i5,12 Core Turbo Boost Upto 4.5 GHz,18 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,,,512 GB,,,,"Laptop, Quick Start Guide, Warranty Card, Power Cord, Power Adapter",,Yes,,Yes,,,,,,150 W Adapter,,,144 Hz,,Lithium-Ion 54Wh,,,,Mini DP 1.4,Yes,,,,
121,MSI,"₹4,82,990",Core i7,12800HX,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),397 x 330 x 23 mm,3.3 kg,2 years Warranty,UHD,No,17.3 inches,3840 x 2160 pixels,~ 255,Yes,"120Hz, IPS-Level",Killer Gb LAN (Up to 2.5G),"Killer ax Wi-Fi 6E, Killer ax Wi-Fi 6E",v5.2,"2 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,1x SD Express Card Reader,Yes,,Yes,Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries,Yes,Yes,1x Mic-in/Headphone-out Combo Jack,2x 2W Woofer|2x 2W Speaker,,No,Intel Core i7,"3.4 GHz, Octa Core Turbo Boost Upto 4.8 GHz",25 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080Ti,GDDR6 16 GB,64 GB DDR5,4800 MHz,,2 TB,,4 Cell Battery,,"Laptop, Adapter, MSI Gaming Mouse M99, MSI Dual Drive 128GB + MSI Lucky Figure Keychain_Black",,,,,,,,,,,,,,,,,,,,,,,,
122,Asus,"₹57,990",Core i5,10200H,Gaming,Netbook,Windows 11 Home (64-bit),359 x 256 x 24.7 mm,2.3 kg,1 year Onsite Warranty,IPS level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"250nits Brightness, 144 Hz Refresh Rate, 45% NTSC Color Gamut, 62.5% sRGB",10/100/1000 Mbps,Wi-Fi 6 (802.11ax) Dual band) 2 x 2,v5.2,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard 1-Zone RGB, Yes",Yes,Precision Touchpad with Multi-Gesture Support,Built-in Array Microphone,Built-in Dual Speaker System with Smart Amplifier Technology,DTS software,No,Intel Core i5,"2.4 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,2933 MHz,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","48WHrs, 3S1P",,,Kensington Lock Port,2,Mobile Intel HM470 Express Chipsets,,,16:09,,,,,,,,,,,,,,,
123,Dell,"₹4,34,830",Core i9,11980HK,Gaming,Netbook,Windows 11 (64-bit),,,1 year Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 141,Yes,Comfortview Plus NVIDIA G-SYNC Advanced Optimus 1ms 360Hz,No,802.11ax,Yes,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.1 Port,Micro SD,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i9,"3.3 GHz, Octa Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA ,11th Gen,NVIDIA GEFORCE RTX 3080,GDDR6 16 GB,32 GB DDR4 ,2933 MHz,Upto 64 GB,1 TB,,,,,"Alienware Battery Defender Technology, Per-key AlienFX Lighting, Alienware Cryotech Cooling Tech, Quad Fan Design, Alienware’s HyperEfficient Voltage",Yes,,,,,,,,,,,,,,,,,,,,,,
124,Dell,"₹1,44,500",Core i7,11800H,"Gaming, Performance",Netbook,Windows 11 (64-bit),357 x 272 x 25 mm,2.4 kg,1 year Warranty,Full HD ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,WVA AG 250 nits 120Hz Narrow Border Display,Available,Intel Wi-Fi 6 (2x2) Gig+ ,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,"English International Orange, Yes",Yes,Yes,Built-in Microphone,Built-in Speakers,Nahimic 3D Audio,No,Intel Core i7,"1.9 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,2933 MHz,,512 GB,,3 Cell Battery,,"Laptop, Battery, Adapter, Cables and User Manuals",,,,,2,NA,,Upto 10 hours,,,,,,,,,,,,,,,,
125,HP,"₹77,990",Ryzen 7,5800H ,Gaming,Netbook,Windows 11 Home (64-bit),,,1 year Warranty,IPS,No,16 inches,1920 x 1080 pixels,~ 137,Yes,"144 Hz Refresh Rate, micro-edge, 250 nits",Integrated 10/100/1000 GbE LAN,Yes,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,"multi-format SD Media Card reader
",Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad",Yes,"Precision Touchpad Support
","Dual Array Digital Microphones
",Dual speakers,HP Audio Boost,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,AMD,5th Gen,AMD Radeon RX 5500M Graphics,GDDR6  4 GB,8 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,4 Cell Battery,,"‎Laptop, Power Adapter
",,,,,2 (1 Unused Slot),,,,16:09,Smart AC power adapter,,,,,,,,,,,,,,
126,Dell,"₹1,28,200",Ryzen 7 ,6800H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),,2.51 kg,1 year Onsite Warranty,"FHD, WVA AG ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"165Hz 300 nits Brightness, Narrow Border",Yes,MediaTek Wi-Fi 6 MT7921 2x2,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 1.4 Port,,Yes,,Yes,"Orange, Yes",Yes,Yes,Yes,Stereo Speakers,Waves Maxx Audio Pro,No,AMD Ryzen 7 ,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,4800 MHz,,512 GB,,6 Cell Battery,,"Laptop, Battery, Adapter, Cables And User manuals",,,,Kensington Lock Port,2,,,Upto 7 hours,,,,,,,,,,,,,,,,
127,Dell,"₹1,47,100",Ryzen 9,6900HX,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),,2.51 kg,1 year Onsite Warranty,"FHD, WVA AG ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"165Hz 300 nits Brightness, Narrow Border",Yes,MediaTek Wi-Fi 6 MT7921 2x2,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.1 Port,,Yes,,Yes,"Orange, Yes",Yes,Yes,Yes,Stereo Speakers,Waves Maxx Audio Pro,No,AMD Ryzen 9,"3.3 GHz, Octa Core Turbo Boost Upto 4.9 GHz",16 MB,NVIDIA,6th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,,,1 TB,,6 Cell Battery,,"Laptop, Battery, Adapter, Cables And User manuals",,,,Kensington Lock Port,,,,Upto 7 hours,,,,,,,,,,,,,,,,
128,Acer,"₹47,990",Core i3,1215U,Gaming,Netbook,Windows 11 Home (64-bit),362.9 x 237.8 x 17.9 mm,1.76 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wireless Wi-Fi 6E AX211,v5.2,"2 x USB Type-C, 2 x USB 3.0, 1 x micro USB",1 x HDMI Port,,Yes,,Yes,"99- 100- 103-key Acer , Yes",Yes,Yes,Built-in Dual Microphone,Two Built-in Stereo Speakers,,No,Intel Core i3,Hexa Core Turbo Boost Upto 4.4 GHz,10 MB,Intel,12th Gen,Intel Integrated,,8 GB,,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,Yes,,Kensington Lock Slot,2,,,,,,,,,,,,,,,,,,,
129,Acer,"₹36,990",Core i3,1115G4,"Everyday Use, Gaming, Business, Performance",Netbook,Windows 11 Home (64-bit),363.4 x 238.4 x 19.9 mm,1.7 kg,1 year Warranty,Full HD,No,15.6 inches,1920 x 1080 pixels,~ 141,No,Acer ComfyView LED-backlit TFT LCD,"Gigabit Ethernet, Wake-on-LAN Ready",802.11a/b/g/n/ac wireless LAN,v5,"2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,100-/101-/104-key FineTip keyboard with independent numeric keypad,,Touchpad with Multi-touch Gesture Support,Built-in Dual Microphone,Built-in Dual Speakers,,No,Intel Core i3,"4.1 Hz, Dual Core Turbo Boost Upto 4.1 GHz",6 MB,Intel,11th Gen,Intel Integrated UHD Graphics,,8 GB DDR4,,,512 GB,,2 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",36.7 Wh Li-ion battery pack,,,,,,,Upto 9 hours,16:09,,,,,,,,,,,,,,,
130,Asus,"₹67,985",Ryzen 5 ,4600H,"Everyday Use, Gaming, Performance",Netbook,Windows 11 Home (64-bit),,2.3 kg,1 year Onsite Warranty,FHD,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"sRGB:62.5% Adobe:47.1% Refresh Rate:144Hz, Value IPS-level, Optimus",10/100/1000,Wi-Fi 6(802.11ax),v5.1,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0b Port,,Yes,,Yes,"Backlit Chiclet Keyboard 1-Zone RGB, Yes",Yes,Yes,Yes,DTS software Built-in array microphone Built-in speaker 2-speaker system with Smart Amplifier Technology,DTS software Built-in array microphone Built-in speaker 2-speaker system with Smart Amplifier Technology,No,AMD Ryzen 5 ,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,,1 TB,,,,"Laptop, Adaptor & Manual",,,,,2,,,Upto 6 hours,16:09,,,,,,,,,,,,,,,
131,Dell,"₹2,03,000",Core i7,11800H,Gaming,Netbook,Windows 11 Home (64-bit),360 x 360 x 19.7 mm,2.5 kg,1 year Warranty,"LED, 165Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,No,Full HD LED Backlit IPS Display,,802.11 b/g/n/ax,v5,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,English International Keyboard,Yes,Multi-Touch Gestures Enabled,Built-in Microphone,Built-in Dual Speakers,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA Geforce RTX 3060,6 GB,16 GB DDR4,3200 MHz,,512 GB,,,Office H&S 2021,,,,,,,,,,,,,,,,,,,,,,,,,
132,Lenovo,"₹1,41,000",Ryzen 7 ,4800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),363.06 x 259.61 x 24 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Full HD LED Backlit Display (250 nits Brightness, 45% NTSC Color Gamut, 120 Hz Refresh Rate)",100/1000 Mbps,IEEE 802.11ax (2x2),v5,"1 x USB Type-C, 4 x USB 3.0",1 x HDMI v2.0 Port,,Yes,Yes,Yes,"English , Yes",Yes,Multi-touch Touchpad,Dual Array Microphone,Built-in Dual Speakers,2 x 2 W Stereo Speakers with Dolby Atoms,No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 Ti,GDDR6 4 GB,8 GB DDR4,3200 MHz,Upto 16 GB,256 GB,,,,"Laptop, Power Adaptor, User Guide, Warranty Documents",60 WHr Li-Polymer Battery with Rapid Charge Pro Support (50% in 30 mins),,,,,AMD SoC,1 TB,Upto 7 hours,16:09,170 W AC Adapter,5400 RPM,,,,,,,,,,,,,
